link,difficulty: ,tuning: ,key: ,capo: ,chord_list,full_text,contributors,popularity,file format: ,filesize: ,instuments: 
https://tabs.ultimate-guitar.com/tab/misc-soundtrack/the-greatest-showman-tightrope-chords-2268115,intermediate,E A D G B E,A,no capo,"['C#', 'F#m', 'E', 'A', 'Dm', 'Bm', 'C#/E#', 'D']","[Intro]
A D E
 
[Verse]
A                      C#                      D
Some people long for a life that is simple and planned
Bm
Tied with a ribbon
A                          C#                          D
Some people won't sail the sea 'cause they're safer on land
   Bm
To follow what's written
    E          A          D     E
But I'd follow you to the great unknown
E   C#/E# F#m      D        E
Off to a world we call our own
 
[Chorus]
A
Hand in my hand
       E                     F#m
And we promised to never let go
      D
We're walking a tightrope
A
High in the sky
       E                        F#m
We can see the whole world down below
      D                    F#m
We're walking a tightrope
      D           A                     E
Never sure, never know how far we could fall
         A
But it's all an adventure
     E                         F#m
That comes with a breathtaking view
D
Walking a tightrope
 
[Post-Chorus]
     A    E    F#m  E    D
With you, ooh, ooh, ooh, ooh
     A    E    F#m   A    D
With you, ooh, ooh, ooh, ooh
     E
With you
 
[Verse]
A                          C#                      D
Mountains and valleys, and all that will come in between
Bm
Desert and ocean
A                    C#                       D
You pulled me in and together we're lost in a dream
Bm
Always in motion
   E         A           D     E
So I risk it all just to be with you
    E  C#/E#  F#m          D       E
And I risk it all for this life we choose
 
[Chorus]
A
Hand in my hand
        E                   F#m
And you promised to never let go
      D
We're walking a tightrope
A
High in the sky
       E                        F#m
We can see the whole world down below
      D                    F#m
We're walking a tightrope
      D              A                    D      Dm
Never sure, will you catch me if I should fall?
         A
Well it's all an adventure
     E                         F#m    A
That comes with a breathtaking view
D                    E
Walking a tightrope
 
[Post-Chorus]
     A    E    F#m  E    D
With you, ooh, ooh, ooh, ooh
     A    E    F#m  E    D
With you, ooh, ooh, ooh, ooh
     E
With you
     A    C#   F#m  E    D    Dm
With you, ooh, ooh, ooh, ooh
     A  E  F#m  A  D    E
With you, ooooohhhhhhhhhhhh
A
With you
X",6 contributors total,"530,614 views, added to favorites 20,460 times",,,
https://tabs.ultimate-guitar.com/tab/thin-lizzy/got-to-give-it-up-guitar-pro-545477,,E♭ A♭ D♭ G♭ B♭ E♭,,no capo,[],,,"530,077 views, added to favorites 458 times",gp5,16.0 kb,rhythm guitars and lead guitars
https://tabs.ultimate-guitar.com/tab/misc-musicals/hamilton-dear-theodosia-chords-1775670,intermediate,E A D G B E,A,no capo,"['F#m', 'E', 'A', 'Dmaj7', 'Esus4', 'C#m/G#', 'D']","Dear Theodosia from Hamilton (written by Lin-Manuel Miranda)
_____________________________________________________________
 
A       x02220 or 577655
C#m/G#  446654
F#m     244222
Dmaj7   xx0222 or x54222
E       022100
Esus4   022200
_____________________________________________________________
 
 
[Intro]
 
| A       | C#m/G#  | F#m      | Dmaj7  E |
 
 
[Burr]
 
A                    C#m/G#
Dear Theodosia, what to say to you?
F#m
You have my eyes
Dmaj7
You have your mother's name
E         A                      C#m/G#
When you came into the world you cried
                F#m
And it broke my heart
 
Dmaj7  E
 
A                  C#m/G#
I'm dedicating every day to you
F#m                Dmaj7
Domestic life was never quite my style
E         A
When you smile
C#m/G#                    F#m
You knock me out, I fall apart
                      Dmaj7
And I thought I was so smart
 
E          A                        C#m/G#
You will come of age with our young nation
                F#m
We'll bleed and fight for you
               Dmaj7
We'll make it right for you
E      A                  C#m/G#
If we lay a strong enough foundation
              F#m
We'll pass it on to you
                Dmaj7
We'll give the world to you
                   E    A
And you'll blow us all away
   C#m/G#    F#m    Dmaj7
Someday, someday
                     E    A
Yeah, you'll blow us all away
   C#m/G#    F#m    Dmaj7  E
Someday, someday
 
 
[Hamilton]
 
A   C#m/G#                      F#m
Oh, Phillip when you smile I am undone
Esus4
My son
     E     A
Look at my son
C#m/G#                            F#m
Pride is not the word I'm looking for
                 Esus4          E
There is so much more inside me now
A   C#m/G#                         F#m
Oh, Phillip you outshine the morning sun
  Esus4  E
My son
         A      C#m/G#
When you smile
       F#m
I fall apart
                      Esus4  E
And I thought I was so smart
 
 
[Hamilton and Burr]
 
D                E  D                     E   D
My father wasn't around (My father wasn't around)
                     E  D           E  D
I swear that I'll be around for you
                 E  D                           E  D
I'll do whatever it takes (I'll make a million mistakes)
                         E   D        Esus4
I'll make the world safe and sound for you
 
         A                        C#m/G#
You'll come of age with our young nation
                F#m
We'll bleed and fight for you
               Dmaj7
We'll make it right for you
E      A                  C#m/G#
If we lay a strong enough foundation
              F#m
We'll pass it on to you
                Dmaj7
We'll give the world to you
            E           A
And you'll blow us all away
   C#m/G#    F#m    Dmaj7
Someday, someday
                      E   A
Yeah, you'll blow us all away
   C#m/G#    F#m    Dmaj7
Someday, someday
A
 
 
comments/corrections welcome
X",7 contributors total,"530,341 views, added to favorites 21,510 times",,,
https://tabs.ultimate-guitar.com/tab/the-devil-makes-three/old-number-7-chords-761428,intermediate,E A D G B E,Bm,no capo,"['E7', 'F#', 'Bm']","-------------------------------------------------------------------------------
                    Old Number Seven - The Devil Makes Three
-------------------------------------------------------------------------------
Tabbed by: Hostile Apostle
 
See after the song for tabs on the solo
 
     A#m   Bm   F#   E7
e|----1----2----2----0----|
B|----2----3----2----3----|
G|----3----4----3----1----|
D|----3----4----4----2----|
A|----1----2----4----2----|
E|--------------2----0----|
 
-------------------------------------------------------------------------------
 
[Intro]
| Bm     A#m Bm|  F#    E7 F#|
|  E           |  F#         |
| Bm     A#m Bm|  F#    E7 F#|
|  E           |  F#         |
 
[Verse 1]
Bm
    I guess I grew up on an old dirt road
F#
Pedal to the metal, always did what I’s told
E7
'Til I found out that my brand new clothes
     F#
Came second hand from the rich kids next door
       Bm
When I grew up fast, I guess I grew up mean
          F#
There's a thousand things inside my head I wish I ain't seen
     E7
And now I just wandered through a real bad dream
F#
Feelin' like I'm comin' apart at the seams
 
[Chorus]
      Bm
Well, thank you Jack Daniels, Old Number Seven
F#
Tennessee Whiskey got me drinkin' in heaven and uh,
E7
  Angels start to look good to me
               F#
They're gonna have to deport me to the fiery deep
Bm
Thank you Jack Daniels, Old Number Seven
F#
Tennessee Whiskey got me drinkin' in heaven and uh,
E7
     I know I can't stay here too long
        F#                                    Bm
'Cause I can't go a week without doin' wrong
              F#
Without doin' wrong (Old Number Seven)
              E7
Without doin' wrong (Drinkin' in heaven)
              F#
Without doin' wrong (Old Number Seven)
              E7
                    (Drinkin' in heaven)
 
[Instrumental]
| Bm | F# | E7 | F# |
| Bm | F# | E7 | F# |
| Bm | F# | E7 | F# |
| Bm | F# | E7 | F# |
 
[Verse 2]
       Bm
So I'm sitting as the bar stool, it starts to grow roots
F#
Feelin' like an old worn out pair of shoes
E7
Tell me what is it I should do
         F#
When I'm swimming in the liquor only half way through
       Bm
So I'm watching as his wings spread as wide as could be
F#
Come on now and wrap them around me
        E7
'Cause all I want to do now is fall to sleep
F#
Come down here and lay next to me, awww
 
[Chorus]
Bm
Thank you Jack Daniels, Old Number Seven
F#
Tennessee Whiskey got me drinkin' in heaven and uh,
E7
    Up here the bottle never runs dry
         F#
And you never wake up with those tears in your eyes, aww
Bm
Thank you Jack Daniels, Old Number Seven
F#
Tennessee Whiskey got me drinkin' in heaven and uh,
E7
Angels start to look good to me
F#                                              Bm
They're gonna have to deport me to the fiery deeps (Old Number Seven)
             F#
To the fiery deeps (Drinkin' in heaven)
             E7
To the fiery deeps (Old Number Seven)
             F#
To the fiery deeps (Drinkin' in heaven)
 
[Solo] (fade out)
| Bm | F# | E7 | F# |
| Bm | F# | E7 | F# |
 
 
============================================================================
Tab for solo:
 
e|------------------------------------|
B|------------------------------------|
G|----3/9-9-9-9-9-9--7-7-7--6--4-4----| x3
D|------------------------------------|
A|------------------------------------|
E|------------------------------------|
 
e|----------------------------------------------|
B|----6/12-12-12-12-12-12--11-11-11-15-15-15----|
G|----------------------------------------------| x1
D|----------------------------------------------|
A|----------------------------------------------|
E|----------------------------------------------|
 
I personally like to play the song like this adding the bass line in with my thumb
while strumming the chords.
 
e|----2---2---2---2---2---2---2---2---0---0---0---0---2---2---2---2---|
B|----3---3---3---3---2---2---2---2---3---3---3---3---2---2---2---2---|
G|----4---4---4---4---3---3---3---3---1---1---1---1---3---3---3---3---|
D|----4---4---4---4---4---4---4---4---2---2---2---2---4---4---4---4---|
A|--2-------2-----------4-------4-------2-------2-------4-------4-----|
E|------2-------2---2-------2-------0-------0-------2-------2---------|
X",4 contributors total,"530,115 views, added to favorites 18,218 times",,,
https://tabs.ultimate-guitar.com/tab/the-beatles/hey-jude-tabs-828780,,E A D G B E,,no capo,[],,3 contributors total,"529,505 views, added to favorites 10,403 times",,,
https://tabs.ultimate-guitar.com/tab/coldplay/the-scientist-chords-1790735,intermediate,D G C F A D,,no capo,"['Gadd9', 'G', 'Em', 'C', 'D']","MAKE SURE YOU TUNE DOWN TO D ON ALL YOUR STRINGS.
 
[Verse 1]
Em               C                   G
Come up to meet you, tell you I'm sorry
                   Gadd9
You don't know how lovely you are
Em             C
I had to find you
                G
Tell you I need you
      Gadd9
Tell you I set you apart
Em                C
Tell me your secrets
                     G
And ask me your questions
             Gadd9
Oh, let's go back to the start
Em               C
Running in circles
             G
Coming up tails
              G/F#
Heads on a science apart
 
[Chorus]
C                    G
Nobody said it was easy
               Gadd9
It's such a shame for us to part
C                   G
Nobody said it was easy
                  Gadd9              D
No one ever said it would be this hard
                            G
Oh, take me back to the start
 
[Verse 2]
Em                C
I was just guessing
                   G
At numbers and figures
            Gadd9
Pulling the puzzles apart
Em               C
Questions of science
                  G
Science and progress
              Gadd9
Do not speak as loud as my heart
Em               C
Tell me you love me
                 G
Come back and haunt me
          Gadd9
Oh, and I rush to the start
Em              C
Running in circles
               G
Chasing our tails
       G/F#
Coming back as we are
 
[Chorus]
C                     G
Nobody said it was easy
                 Gadd9
Oh, it's such a shame for us to part
C                    G
Nobody said it was easy
               Gadd9               D
No one ever said it would be so hard
                           G
I'm going back to the start
Em     C     G     Gadd9
Oh (x4)
X",6 contributors total,"529,526 views, added to favorites 1,257 times",,,
https://tabs.ultimate-guitar.com/tab/bob-marley/buffalo-soldier-chords-260975,intermediate,,,no capo,"['F#m', 'C#m', 'E', 'A', 'D']","Buffalo soldier
 
[Intro]
 
A-D
 
 
[Chorus 1]
 
  A                   D
  Buffalo Soldier,Dreadlock Rasta,
                    A
  There was a Buffalo Soldier,
           D
  In the heart of America
  A                         D
  Stolen from Africa,brought to America
  A                         D
  Fighting on arrival,fighting for survival
 
 
[Verse 1]
 
                D         C#m           D         C#m
  I mean it, when I analyse the stench,
C#m7       Bm7      D
  To me it makes a lot of sense
D             C#m         D      C#m
  How the Dreadlock Rasta
C#m7      Bm7     D
  Was the Buffalo Soldier
 
 
[Chorus 2]
 
                   A                        D
  And he was taken from Africa,brought to America
  A                          D
  Fighting on arrival,fighting for survival
                      A                     D
  Said he was a Buffalo Soldier,Dreadlock Rasta
  A                             D
  Buffalo Soldier,in the heart of America
 
 
[Verse 2]
 
D         C#m          D         C#m
  If you know your history
C#m7                 Bm7                    D
  Then you would know where your coming from
D              C#m                  D          C#m
  Then you wouldnt have to ask me_
C#m7      B#m         D
  Who the heck do I think I am
 
 
[Chorus 3]
 
                 A
  I'm just a Buffalo Soldier
           D
  In the heart of America
  A                         D
  Stolen from Africa,brought to America
                    A
  Said he was fighting on arrival
  D
  Fighting for survival
                      A
  Said he was a Buffalo Soldier
              D
  Win the war for America
 
 
[Link 1]
 
             A
  Said he, woe yoe yoe,woe woe yoe yoe
  D                              A
  Woe yoe yoe yo,yo yo yo yo
  (A)
  Woe yoe yoe,woe woe yoe yoe
  D                              A
  Woe yoe yoe yo,yo yo yo yo
 
 
[Bridge]
 
  D
  Buffalo Soldier
                                D       C#m
  Trodding through the land
                       F#m
  Said he wanna ran
 (F#m)
  Then you wanna hand
                                D             C#m  E
  Trodding through the land,yea,yea
 
 
[Chorus 4]
 
  (E)                 A
  Said he was a Buffalo Soldier
              D
  Win the war for America
  A                    D
  Buffalo Soldier,Dreadlock Rasta
  A                          D
  Fighting on arrival,fighting for survival
  A
  Driven from the mainland
  D
  To the heart of the Carribean
 
 
[Link 2]
 
             A
  Singing,woe yoe yoe,woe woe yoe yoe
  D                              A
  Woe yoe yoe yo,yo yo yo yo
 (A)
  Woe yoe yoe,woe woe yoe yoe
  D                              A
  Woe yoe yoe yo,yo yo yo yo
 
 
[Chorus 5]
 
  A
  Trodding through San Juan
  D
  In the arms of America
  A                                       D
  Trodding through Jamaica,a Buffalo Soldier
  A                          D
  Fighting on arrival,fighting for survival
  A                    D
  Buffalo Soldier,Dreadlock Rasta
 
 
[Coda]
 
  A
  Woe yoe yoe,woe woe yoe yoe
  D                               A
  Woe yoe yoe yo,yo yo yo yo
  (A)
  Woe yoe yoe,woe woe yoe yoe
  D                              A
  Woe yoe yoe yo,yo yo yo yo 
X",1 contributor total,"529,224 views, added to favorites 1,235 times",,,
https://tabs.ultimate-guitar.com/tab/chris-tomlin/at-the-cross-love-ran-red-chords-1463998,absolute beginner,E A D G B E,Fm,1st fret,"['Am', 'G', 'Em', 'C', 'D']","[Intro]
|Em    D|G    |C  |C  |
 
 
[Verse 1]
          Em           D     G                C
There’s a place, where mercy reigns and never dies
          Em           D          G                    C
There’s a place, where streams of grace flows deep and wide
 
 
[Pre-Chorus]
        D               C
All the love, I’ve ever found
             D                    C
Comes like a flood, comes flowing down
 
 
[Chorus]
       C
At the cross, at the cross
    G
I surrender my life
       D                  Am
I’m in awe of you; I’m in awe of you
           C                    G
Where your love ran red, and my sins washed white
      D                 Am
I owe all to you, I owe all to you
C      G
Jesus
 
 
[Verse 2]
        Em             D       G              C
There’s a place, where sin and shame are powerless
         Em        D         G                C
Where my heart has peace with God, and forgiveness
 
 
[Pre-Chorus]
        D               C
All the love, I’ve ever found
             D                    C
Comes like a flood, comes flowing down
 
 
[Chorus]
       C
At the cross, at the cross
    G
I surrender my life
       D                  Am
I’m in awe of you; I’m in awe of you
           C                    G
Where your love ran red, and my sins washed white
      D                 Am
I owe all to you, I owe all to you
 
 
[Bridge]
C                      Em
Here my hope is found, here on holy ground
G                D
Here I bow down, here I bow down
C                    Em
Here arms open wide, here you saved my life
D
Here I bow down, here I bow
 
 
[Chorus]
       C
At the cross, at the cross
    G
I surrender my life
       D                  Am
I’m in awe of you; I’m in awe of you
           C                    G
Where your love ran red, and my sins washed white
      D                 Am
I owe all to you, I owe all to you...
      D                 Am
I owe all to you, I owe all to you
  G   C           G
Jesus Savior of the world
  C                 D
Jesus Savior of the world
     C                  G             C G
Your love ran red, Your love ran red
X",10 contributors total,"529,414 views, added to favorites 12,856 times",,,
https://tabs.ultimate-guitar.com/tab/simple-plan/perfect-chords-968191,absolute beginner,D G D G B D,,no capo,"['Am', 'G', 'Em', 'C', 'D']","[Intro]
 
G   C
 
 
[Verse 1]
 
   G
Hey Dad look at me
  C
Think back and talk to me
       G
Did I grow up according
  C
To plan?
         G
Do you think I'm wasting my time
  C
Doing things I wanna do?
         G
But it hurts when you
                C
Disapprove all along
 
 
[Pre-chorus]
 
        Am
And now I try hard to make it
C                         G
I just want to make you proud
 G
I'm never gonna be good
            Am
Enough for you
 Am
I can't pretend that
       C
I'm alright
 C                D
And you can't change me
 
 
[Chorus]
 
          G
'Cuz we lost it all
          D
Nothing lasts forever
     Em
I'm sorry
              C
I can't be perfect
           G
Now it's just too late
          D
And we can't go back
    Em
I'm sorry
            C
I can't be perfect
 
 
[Link]
 
G   C
 
 
[Verse 2]
 
 G
I try not to think
 C
About the pain I feel inside
         G
Did you know you used to be
     C
My hero?
         G
All the days
      G
You spent with me
 C
Now seem so far away
         G
And it feels like you don't
       C
Care anymore
 
 
[Pre-chorus]
 
        Am
And now I try hard to make it
 C                     G
I just want to make you proud
 G
I'm never gonna be good
           Am
Enough for you
         Am             C
I can't stand another fight
                D
And nothing's alright
 
 
[Chorus]
 
         G
'Cuz we lost it all
          D
Nothing lasts forever
      Em
I'm sorry
              C
I can't be perfect
          G
Now it's just too late
         D
And we can't go back
     Em
I'm sorry
              D
I can't be perfect
 
 
[Bridge]
 
 C                D
Nothing's gonna change
      G
The things that you said
 C               D
Nothing's gonna make this
 G
Right again
 Em
Please don't turn your back
    D
I can't believe it's hard
          C
Just to talk to you
                C
But you don't understand
 
 
[Chorus]
 
         G
'Cuz we lost it all
          D
Nothing lasts forever
     Em
I'm sorry
             C
I can't be perfect
          G
Now it's just too late
        D
And we can't go back
     Em
I'm sorry
             C
I can't be perfect
 
         G
'Cuz we lost it all
         D
Nothing lasts forever
     Em
I'm sorry
             C
I can't be perfect
          G
Now it's just too late
         D
And we can't go back
     Em
I'm sorry
             C
I can't be perfect...
X",3 contributors total,"530,531 views, added to favorites 7,974 times",,,
https://tabs.ultimate-guitar.com/tab/celine-dion/its-all-coming-back-to-me-now-chords-1001570,intermediate,E A D G B E,C,no capo,"['G/B', 'Dm/G', 'Am', 'F/G', 'Am7', 'Em', 'G', 'Fmaj7', 'Em7', 'Dm', 'Gsus4', 'C/E', 'C/F', 'F', 'C', 'Dm7']","[Intro]
C  G/C  C  G
 
C                          C/E          F
There were nights when the wind was so cold
        Dm            Em
That my body froze in bed
            Am
If I just listened to it
Dm                   F    Gsus4 G
Right outside the window
           C             C/E         F
There were days when the sun was so cruel
             Dm              Em
That all the tears turned to dust
           Am
And I just knew my eyes were
Dm             F    Gsus4  G
Drying up forever
 
Em          Am           F       G        C
I finished crying in the instant that you left
      Em             Am               F  G Gsus4
And I can't remember where or when or how
      Em             Am             F     G    Fsus2   G
And I banished every memory you and I had ever made
 
             C
But when you touch me like this
        G/B
And you hold me like that
        Am7     Dm7
I just have to admit
          Fmaj7      Gsus4
That it's all coming back to me
        C
When I touch you like this
      G
And I hold you like that
        Am7       Dm7
It's so hard to believe but
     Fmaj7     Gsus4
It's all coming back to me
 
      C                                F
(It's all coming back, it's all coming back to me now)
            Am7         F
There were moments of gold
               Em            F
And there were flashes of light
           Am7                  F
There were things I'd never do again
                Em              F
But then they'd always seemed right
           Am                Em7
There were nights of endless pleasure
        Am           F       Dm
It was more than any laws allow
F/G
Baby Baby
 
     C
If I kiss you like this
           G/B
And if you whisper like that
       Am7        Dm7
It was lost long ago
         Fmaj7      Gsus4
But it's all coming back to me
       C
If you want me like this
           G/B
And if you need me like that
       Am7        Dm7
It was dead long ago
         Fmaj7      Gsus4
But it's all coming back to me
        Am7     Dm7
It's so hard to resist
         Fmaj7      Gsus4
And it's all coming back to me
      Am7      Dm7
I can barely recall
         F          Dm/G        Am
But it's all coming back to me now
 
G/B  C/F  F  Dm    G/B  C/F  F  Dm
 
 
                 C                 C/E    F
There were those empty threats and hollow lies
        Dm                Em
And whenever you tried to hurt me
       Am            Dm
I just hurt you even worse
            F    Gsus4 G
And so much deeper
           C               C/E         F
There were hours that just went on for days
      Dm                Em               Am
When alone at last we'd count up all the chances
          Dm            F     C G
That were lost to us forever
 
 
Em           Am               F        G      C
But you were history with the slamming of the door
      Em             Am              F   Gsus4 G
And I made myself so strong again somehow
      Em           Am        F       G         Fsus2
And I never wasted any of my time on you since then
 
         C
But if I touch you like this
           G/B
And if you kiss me like that
       Am7     Dm7
It was so long ago
         Fmaj7      Gsus4
But it's all coming back to me
       C
If you touch me like this
         G/B
And if I kiss you like that
       Am7           Dm7
It was gone with the wind
         Fmaj7      Gsus4
But it's all coming back to me
 
      C                                 F
(It's all coming back, it's all coming back to me now)
           Am7        F
There were moments of gold
               Em         F
And there were flashes of light
           Am7              F
There were things I'd never do again
                Em            F
But then they'd always seemed right
           Am                Em7
There were nights of endless pleasure
        Am                F       Dm
It was more than all your laws allow
F/G
Baby Baby
 
 
         C
When you touch me like this
             G/B
And when you hold me like that
       Am7           Dm7
It was gone with the wind
         Fmaj7      Gsus4
But it's all coming back to me
         C
When you see me like this
           G/B
And when I see you like that
        Am7          Dm7
Then we see what we want to see
Fmaj7      Gsus4
All coming back to me
     Am7          Dm7
The flesh and the fantasies
Fmaj7      Gsus4
All coming back to me
      Am7    Dm7
I can barely recall
         Fmaj7      Gsus4      Am
But it's all coming back to me now
 
G/B  F  Dm    G/B  C/F  F  Dm
 
 
          C
If you forgive me all this
        G/B
If I forgive you all that
      Am7         Dm7
We forgive and forget
         Fmaj7      Gsus4
And it's all coming back to me
         C
When you see me like this
           G/B
And when I see you like that
       Am7          Dm7
We see just what we want to see
Fmaj7      Gsus4
All coming back to me
    Am7           Dm7
The flesh and the fantasies
Fmaj7      Gsus4
All coming back to me
      Am7    Dm7             Fmaj7      Gsus4      C
I can barely recall but it's all coming back to me now
 
 
                 Dm7
(It's all coming back to me now)
              C
And when you kiss me like this
                 Dm7
(It's all coming back to me now)
           C
And when I touch you like that
                 Dm7
(It's all coming back to me now)
       C
If you do it like this
                 Dm7
(It's all coming back to me now)
      G/B          C
And if we . . .
X",3 contributors total,"530,034 views, added to favorites 17,512 times",,,
https://tabs.ultimate-guitar.com/tab/he-is-we/all-about-us-chords-1009597,beginner,E A D G B E,,8th fret,"['Cadd9', 'Em7', 'G', 'D']","[Intro]
 
G  D  Cadd9  D
 
 
[Verse]
 
G                                D
Take my hand, I'll teach you to dance.
               Cadd9                      D
I'll spin you around, won't let you fall down.
                  G                        D
Would you let me lead, you can step on my feet.
          Cadd9            D
Give it a try, it'll be alright.
 
 
[Pre-Chorus]
 
Em7
The room's hush, hush,
G
And now's our moment.
Cadd9
Take it in feel it all and hold it.
Em7              Cadd9
Eyes on you, eyes on me.
G
We're doing this right.
 
 
[Chorus]
 
G
Cause lovers dance when they're feeling in love.
D
Spotlight shinning, it's all about us.
Cadd9                   D
It's oh, oh, oh, oh, all about uh, uh, uh, uh, us.
G
And every heart in the room will melt,
D
This is a feeling I've never felt but,
Cadd9             D
It's oh, oh, all about us.
 
      G                 D
Suddenly, I'm feeling brave.
                     Cadd9
Don't know what's got into me,
             D
Why I feel this way.
        G           D
Can we dance, real slow?
      Cadd9                 D
Can I hold you, can I hold you close?
 
 
[Pre-Chorus]
 
Em7
The room's hush, hush,
G
And now's our moment.
Cadd9
Take it in feel it all and hold it.
Em7              Cadd9
Eyes on you, eyes on me.
G
We're doing this right.
 
 
[Chorus]
 
G
Cause lovers dance when they're feeling in love.
D
Spotlight shinning, it's all about us.
Cadd9                   D
It's oh, oh, oh, oh, all about uh, uh, uh, uh, us.
G
And every heart in the room will melt,
D
This is a feeling I've never felt but,
Cadd9             D
It's oh, oh, all about us.
 
 
[Bridge]
 
Em7
Do you hear that love?
Cadd9
They're playing our song.
G
Do you think we're ready?
Cadd9
Oh I'm really feeling it.
Em7                   Cadd9
Do you hear that love?
G
Do you hear that love?
 
Em7
Do you hear that love?
Cadd9
They're playing our song.
G
Do you think we're ready yet?
Cadd9
Love I'm really feeling it.
Em7                   Cadd9
Do you hear that love?
G
Do you hear that love?
 
Em7
Do you hear that love?
Cadd9
They're playing our song.
G
Do you think we're ready?
Cadd9
Oh I'm really feeling it.
Em7                   Cadd9
Do you hear that love?
G
Do you hear that love?
 
 
[Chorus]
 
G
Lovers dance when they're feeling in love.
D                       Cadd9
Spotlight shinning, it's all about us.
D
It's all, all, all, all.
G
Every heart in the room will melt,
D                                  Cadd9
This is a feeling I've never felt, but
                 D
It's all, all about us.
 
G
Cause lovers dance when they're feeling in love.
D
Spotlight shinning, it's all about us.
Cadd9                   D
It's oh, oh, oh, oh, all, about uh, uh, uh, uh, us.
(hey-ey hey)
G
And every heart in the room will melt,
D                                 Cadd9
This is a feeling I've never felt but,
Cadd9
It's oh, oh, all,
D
It's all about us.
X",3 contributors total,"528,567 views, added to favorites 4,998 times",,,
https://tabs.ultimate-guitar.com/tab/zac-brown-band/knee-deep-chords-991228,intermediate,E A D G B E,,1st fret,"['G', 'E', 'A', 'Bm', 'D7', 'D']","Zac Brown Band feat Jimmy Buffett - Knee Deep
 
Tabbed by: Freelancer00 for use exclusively on Ultimate-Guitar.com.
Thanks to YouTube user tropzone1 for his cover, I just wrote down his chords and thought
someone else might find them useful.
Seems to fit well enough with the album version.
 
Capo 1
 
(D/A D/B D/C#) = bass note walk
 
 
[Intro]
D       G
D   A   D    (D/A D/B D/C#)
D       G
Bm A G A D   (D/A D/B D/C#)
 
[Verse 1]
D
  Gonna put the world away for a minute
G
  Pretend I don't live in it
D                A              D
  Sunshine gonna wash my blues away
D
  Had sweet love but I lost it
G
  She got too close so I fought her
        Bm          A               G         A      D
Now I'm lost in the world trying to find me a better way
 
[Chorus]
             D
Wishing I was knee deep in the water somewhere
        G
Got the blue sky breeze and it don't seem fair
     D                          A                   D
Only worry in the world: Is the tide gonna reach my chair?
D
  Sunrise, there's a fire in the sky
      G
Never been so happy
      G
Never felt so high
      Bm                 A           G           A   D
And I think I might have found me my own kind of paradise
 
[Instrumental]
D       G
Bm  A   D
 
[Verse 2]
D
  Wrote a note, said be back in a minute
G
  Bought a boat and I sailed off in it
D                           A          D
Don't think anybody's gonna miss me anyway
D
  Mind on a permanent vacation
G
  The ocean is my only medication
Bm            A            G          A   D
Wishing my condition ain't ever gonna go away
 
[Chorus]
             D
Cause now I'm knee deep in the water somewhere
        G
Got the blue sky breeze blowing wind through my hair
     D                          A                   D
Only worry in the world: Is the tide gonna reach my chair?
D
  Sunrise, there's a fire in the sky
      G
Never been so happy
      G
Never felt so high
      Bm                 A           G           A   D
And I think I might have found me my own kind of paradise
 
[Bridge]
     Bm                      D
This champagne shore washing over me
       A                              D         D7
It's a sweet sweet life living by the salty sea
G                       D
One day you could be as lost as me
              E
Change your geography
      A
Maybe you might be...
 
[Chorus]
D
  Knee deep in the water somewhere
        G
Got the blue sky breeze blowing wind through my hair
     D                          A                   D
Only worry in the world: Is the tide gonna reach my chair?
D
  Sunrise, there's a fire in the sky
      G
Never been so happy
      G
Never felt so high
      Bm                 A           G           A   D
And I think I might have found me my own kind of paradise
 
[Segue]
D
Come on in, the water's nice
A
Find yourself a little slice
D           A
Grab a bag, pack it light
    Bm           A        G
You never know until you try
         E7
When you lose yourself
    A                   D
You find the key to paradise
 
[Outro]
(D)     G
Bm  A   D
D       G
Bm A G A D
X",6 contributors total,"528,710 views, added to favorites 13,081 times",,,
https://tabs.ultimate-guitar.com/tab/the-monkees/im-a-believer-chords-186969,beginner,E A D G B E,G,no capo,"['F', 'G', 'C']","lyrics from reprint of 1966 sheet music     song composed by Neil Diamond
lyrics in parentheses are corrections based on the recorded version.
 
[Verse]
G                  D    F       G
I thought love was only true in fairy tales
                            D    F           G
And (Meant) for someone else but not for me
C               G
Love was out to get me
C                               G
     That's the way it seemed
C                   G              D
     Disappointment haunted all my dreams
 
[Chorus]
(no chord)     G      C     G
Then I saw her face
       C    G         C     G
Now I'm a believer!
C     G      C    G
Not a trace
        C      G      C     G
Of doubt in my mind.
C      G
I'm in love
C            G
     I'm a believer
           F
I couldn't leave her if I tried.
 
 
[Verse]
G                  D       F      G
I thought love was more or less a given (givin' ?) thing
                      D    F           G
Seems the more I gave, the less I got
C                 G
What's the use in tryin'?
C                           G
     All you get is pain.
C                  G               D
     When I needed sunshine, I got rain.
 
 
[Chorus]
(no chord)     G      C     G
Then I saw her face
       C    G         C     G
Now I'm a believer!
C     G      C    G
Not a trace
        C      G      C     G
Of doubt in my mind.
C      G
I'm in love
C            G
     I'm a believer
           F
I couldn't leave her if I tried.
 
(fade out)
 
(no chord)     G      C     G
Then I saw her face
       C    G         C     G
Now I'm a believer!
C     G      C    G
Not a trace
        C      G      C     G
Of doubt in my mind.
C      G
I'm in love
C            G
     I'm a believer
           F
I couldn't leave her if I tried.
X",3 contributors total,"528,206 views, added to favorites 517 times",,,
